home_team,away_team,home_score,away_score,both_teams_scored
Brentford,Tottenham,1,0,False
Manchester Kék,London Ágyúk,3,1,True
Wolverhampton,Nottingham,2,0,False
Liverpool,Crystal Palace,0,0,False
Brighton,Tottenham,0,1,False
Wolverhampton,Newcastle,6,1,True
Liverpool,Fulham,0,0,False
West Ham,Aston Oroszlán,0,1,False
Vörös Ördögök,Everton,3,0,False
London Ágyúk,Nottingham,2,0,False
Brentford,Manchester Kék,0,2,False
Chelsea,Crystal Palace,4,1,True
Crystal Palace,West Ham,0,2,False
Tottenham,Liverpool,1,0,False
Everton,Wolverhampton,2,3,True
Manchester Kék,Nottingham,1,0,False
Brentford,Brighton,2,1,True
Fulham,Chelsea,2,2,True
Newcastle,London Ágyúk,1,3,True
Aston Oroszlán,Vörös Ördögök,0,3,False
London Ágyúk,Everton,2,0,False
Chelsea,Tottenham,1,0,False
Vörös Ördögök,Crystal Palace,0,2,False
Brighton,Manchester Kék,1,2,True
Nottingham,Newcastle,1,2,True
West Ham,Fulham,1,3,True
Liverpool,Brentford,2,1,True
Wolverhampton,Aston Oroszlán,1,1,True
Everton,Nottingham,0,0,False
Brighton,Liverpool,1,1,True
Brentford,Chelsea,0,1,False
Crystal Palace,Wolverhampton,1,1,True
Aston Oroszlán,London Ágyúk,2,3,True
Fulham,Vörös Ördögök,0,4,False
Manchester Kék,Newcastle,2,2,True
Tottenham,West Ham,1,1,True
London Ágyúk,Crystal Palace,1,0,False
Wolverhampton,Fulham,0,1,False
Nottingham,Aston Oroszlán,3,1,True
Liverpool,Manchester Kék,1,1,True
West Ham,Brentford,2,0,False
Chelsea,Brighton,3,1,True
Newcastle,Everton,2,0,False
Vörös Ördögök,Tottenham,3,0,False
Aston Oroszlán,Newcastle,1,3,True
Crystal Palace,Nottingham,1,1,True
Liverpool,Chelsea,1,1,True
Brentford,Vörös Ördögök,1,5,True
Tottenham,Wolverhampton,4,0,False
Manchester Kék,Everton,0,1,False
Brighton,West Ham,1,0,False
Fulham,London Ágyúk,1,2,True
Vörös Ördögök,Brighton,2,2,True
London Ágyúk,Tottenham,2,0,False
West Ham,Liverpool,1,2,True
Chelsea,Manchester Kék,1,2,True
Everton,Aston Oroszlán,3,2,True
Wolverhampton,Brentford,0,2,False
Newcastle,Crystal Palace,0,0,False
Nottingham,Fulham,2,0,False
Manchester Kék,Aston Oroszlán,0,0,False
Tottenham,Nottingham,1,1,True
Fulham,Newcastle,2,3,True
Chelsea,West Ham,2,1,True
Liverpool,Vörös Ördögök,2,3,True
Brentford,London Ágyúk,0,1,False
Crystal Palace,Everton,1,0,False
Brighton,Wolverhampton,2,1,True
West Ham,Manchester Kék,2,1,True
Wolverhampton,Liverpool,3,0,False
Everton,Fulham,4,0,False
Aston Oroszlán,Crystal Palace,3,2,True
London Ágyúk,Brighton,2,3,True
Vörös Ördögök,Chelsea,0,3,False
Nottingham,Brentford,0,0,False
Newcastle,Tottenham,1,1,True
Fulham,Aston Oroszlán,2,2,True
Chelsea,Wolverhampton,1,0,False
Manchester Kék,Crystal Palace,0,3,False
Tottenham,Everton,2,0,False
Brighton,Nottingham,0,1,False
West Ham,Vörös Ördögök,0,3,False
Brentford,Newcastle,0,3,False
Liverpool,London Ágyúk,4,1,True
Wolverhampton,West Ham,1,0,False
London Ágyúk,Chelsea,2,4,True
Vörös Ördögök,Manchester Kék,0,0,False
Nottingham,Liverpool,1,5,True
Aston Oroszlán,Tottenham,1,3,True
Newcastle,Brighton,0,0,False
Crystal Palace,Fulham,0,1,False
Everton,Brentford,2,0,False
Brighton,Everton,1,0,False
Tottenham,Crystal Palace,1,2,True
Brentford,Aston Oroszlán,0,0,False
Vörös Ördögök,Wolverhampton,4,0,False
Liverpool,Newcastle,2,1,True
Manchester Kék,Fulham,3,1,True
West Ham,London Ágyúk,3,1,True
Chelsea,Nottingham,3,0,False
Everton,Liverpool,0,1,False
Wolverhampton,Manchester Kék,0,1,False
London Ágyúk,Vörös Ördögök,4,2,True
Fulham,Tottenham,1,1,True
Nottingham,West Ham,1,1,True
Crystal Palace,Brentford,1,1,True
Newcastle,Chelsea,0,1,False
Aston Oroszlán,Brighton,2,1,True
Vörös Ördögök,Nottingham,1,0,False
Manchester Kék,Tottenham,3,1,True
Chelsea,Everton,1,1,True
Brighton,Crystal Palace,1,0,False
Wolverhampton,London Ágyúk,1,1,True
Brentford,Fulham,0,0,False
Liverpool,Aston Oroszlán,2,0,False
West Ham,Newcastle,2,2,True
Fulham,Brighton,0,1,False
Everton,West Ham,3,0,False
Aston Oroszlán,Chelsea,1,3,True
Newcastle,Vörös Ördögök,1,2,True
Tottenham,Brentford,3,1,True
London Ágyúk,Manchester Kék,1,1,True
Nottingham,Wolverhampton,3,0,False
Crystal Palace,Liverpool,0,1,False
Liverpool,West Ham,2,2,True
Brighton,Tottenham,1,0,False
Nottingham,Crystal Palace,1,3,True
Fulham,Aston Oroszlán,3,0,False
London Ágyúk,Manchester Kék,2,1,True
Wolverhampton,Newcastle,1,1,True
Chelsea,Everton,1,0,False
Brentford,Vörös Ördögök,2,0,False
Aston Oroszlán,Brentford,0,0,False
Crystal Palace,Liverpool,1,0,False
Tottenham,London Ágyúk,2,1,True
Wolverhampton,Chelsea,1,0,False
West Ham,Everton,0,1,False
Vörös Ördögök,Nottingham,3,1,True
Newcastle,Brighton,0,0,False
Manchester Kék,Fulham,4,1,True
London Ágyúk,Newcastle,4,1,True
Liverpool,Vörös Ördögök,1,4,True
Brentford,Manchester Kék,0,2,False
Chelsea,West Ham,1,0,False
Brighton,Wolverhampton,0,2,False
Nottingham,Aston Oroszlán,1,0,False
Everton,Crystal Palace,1,0,False
Fulham,Tottenham,2,0,False
Wolverhampton,London Ágyúk,2,2,True
Crystal Palace,West Ham,2,2,True
Vörös Ördögök,Everton,1,1,True
Tottenham,Brentford,0,4,False
Newcastle,Fulham,1,2,True
Manchester Kék,Nottingham,1,1,True
Brighton,Chelsea,2,0,False
Aston Oroszlán,Liverpool,0,0,False
Brentford,Newcastle,0,3,False
Nottingham,Tottenham,1,4,True
Fulham,Wolverhampton,3,0,False
Chelsea,Crystal Palace,0,1,False
Everton,Aston Oroszlán,0,1,False
West Ham,Vörös Ördögök,1,1,True
London Ágyúk,Brighton,3,2,True
Liverpool,Manchester Kék,2,2,True
Brighton,Fulham,0,1,False
Wolverhampton,Brentford,0,2,False
Vörös Ördögök,Crystal Palace,0,1,False
Manchester Kék,Everton,2,0,False
Tottenham,Liverpool,2,1,True
London Ágyúk,Chelsea,2,2,True
Aston Oroszlán,West Ham,3,0,False
Newcastle,Nottingham,2,0,False
West Ham,Manchester Kék,1,2,True
Liverpool,Newcastle,1,3,True
Crystal Palace,Aston Oroszlán,0,1,False
Chelsea,Vörös Ördögök,0,0,False
Fulham,London Ágyúk,1,3,True
Everton,Tottenham,1,1,True
Brentford,Brighton,2,1,True
Nottingham,Wolverhampton,1,2,True
Fulham,Chelsea,1,1,True
Wolverhampton,Liverpool,1,4,True
Brighton,Nottingham,1,0,False
Aston Oroszlán,Vörös Ördögök,0,1,False
Manchester Kék,Crystal Palace,2,1,True
Newcastle,Everton,0,2,False
London Ágyúk,Brentford,1,0,False
Tottenham,West Ham,0,0,False
Chelsea,Aston Oroszlán,1,1,True
Crystal Palace,Tottenham,1,3,True
Nottingham,London Ágyúk,0,2,False
Brentford,Fulham,4,1,True
West Ham,Newcastle,2,4,True
Vörös Ördögök,Manchester Kék,4,0,False
Everton,Wolverhampton,1,0,False
Liverpool,Brighton,3,1,True
Fulham,Nottingham,1,1,True
Tottenham,Vörös Ördögök,2,2,True
Brentford,Chelsea,0,1,False
London Ágyúk,Liverpool,0,2,False
Wolverhampton,West Ham,2,1,True
Manchester Kék,Aston Oroszlán,3,1,True
Brighton,Everton,1,1,True
Newcastle,Crystal Palace,2,0,False
Aston Oroszlán,Tottenham,0,3,False
Vörös Ördögök,Newcastle,0,0,False
Chelsea,Manchester Kék,2,1,True
Crystal Palace,Wolverhampton,0,1,False
Liverpool,Fulham,1,0,False
West Ham,Brighton,1,0,False
Nottingham,Brentford,3,0,False
Everton,London Ágyúk,0,0,False
London Ágyúk,West Ham,5,0,False
Brentford,Liverpool,0,3,False
Fulham,Everton,1,0,False
Tottenham,Manchester Kék,5,1,True
Brighton,Crystal Palace,3,2,True
Nottingham,Chelsea,0,1,False
Newcastle,Aston Oroszlán,1,1,True
Wolverhampton,Vörös Ördögök,0,4,False
Crystal Palace,London Ágyúk,1,0,False
Chelsea,Tottenham,3,0,False
Manchester Kék,Newcastle,4,0,False
Liverpool,Nottingham,4,1,True
Aston Oroszlán,Wolverhampton,0,1,False
Everton,Brentford,1,0,False
Vörös Ördögök,Brighton,1,0,False
West Ham,Fulham,0,1,False
Wolverhampton,Manchester Kék,0,2,False
Liverpool,Chelsea,4,2,True
London Ágyúk,Vörös Ördögök,2,0,False
Brentford,West Ham,2,0,False
Newcastle,Tottenham,2,2,True
Nottingham,Everton,0,2,False
Fulham,Crystal Palace,0,0,False
Brighton,Aston Oroszlán,0,0,False
West Ham,Nottingham,0,1,False
Aston Oroszlán,London Ágyúk,0,1,False
Vörös Ördögök,Fulham,2,3,True
Manchester Kék,Brighton,3,0,False
Everton,Liverpool,0,1,False
Chelsea,Newcastle,4,1,True
Tottenham,Wolverhampton,4,1,True
Crystal Palace,Brentford,0,1,False
West Ham,Liverpool,0,3,False
Tottenham,Brighton,4,1,True
Crystal Palace,Nottingham,2,0,False
Aston Oroszlán,Fulham,0,1,False
Manchester Kék,London Ágyúk,4,1,True
Newcastle,Wolverhampton,1,1,True
Everton,Chelsea,1,0,False
Vörös Ördögök,Brentford,0,0,False
Brentford,Aston Oroszlán,1,0,False
Liverpool,Crystal Palace,5,1,True
London Ágyúk,Tottenham,2,4,True
Chelsea,Wolverhampton,3,2,True
Everton,West Ham,6,0,False
Nottingham,Vörös Ördögök,1,3,True
Brighton,Newcastle,3,3,True
Fulham,Manchester Kék,1,3,True
Newcastle,London Ágyúk,0,0,False
Vörös Ördögök,Liverpool,0,3,False
Manchester Kék,Brentford,0,0,False
West Ham,Chelsea,1,3,True
Wolverhampton,Brighton,3,2,True
Aston Oroszlán,Nottingham,1,0,False
Crystal Palace,Everton,1,3,True
Tottenham,Fulham,2,1,True
London Ágyúk,Wolverhampton,3,4,True
West Ham,Crystal Palace,1,0,False
Everton,Vörös Ördögök,2,1,True
Brentford,Tottenham,0,1,False
Fulham,Newcastle,1,2,True
Nottingham,Manchester Kék,0,2,False
Chelsea,Brighton,3,0,False
Liverpool,Aston Oroszlán,0,1,False
Newcastle,Brentford,0,1,False
Tottenham,Nottingham,3,1,True
Wolverhampton,Fulham,1,0,False
Crystal Palace,Chelsea,0,1,False
Aston Oroszlán,Everton,0,2,False
Vörös Ördögök,West Ham,7,0,False
Brighton,London Ágyúk,1,3,True
Manchester Kék,Liverpool,1,4,True
Fulham,Brighton,3,0,False
Brentford,Wolverhampton,3,1,True
Crystal Palace,Vörös Ördögök,0,2,False
Everton,Manchester Kék,1,1,True
Liverpool,Tottenham,1,2,True
Chelsea,London Ágyúk,1,0,False
West Ham,Aston Oroszlán,1,0,False
Nottingham,Newcastle,1,1,True
Manchester Kék,West Ham,4,0,False
Newcastle,Liverpool,0,0,False
Aston Oroszlán,Crystal Palace,0,1,False
Vörös Ördögök,Chelsea,0,1,False
London Ágyúk,Fulham,2,0,False
Tottenham,Everton,2,2,True
Brighton,Brentford,2,0,False
Wolverhampton,Nottingham,2,0,False
Chelsea,Fulham,1,0,False
Liverpool,Wolverhampton,5,2,True
Nottingham,Brighton,0,3,False
Vörös Ördögök,Aston Oroszlán,2,0,False
Crystal Palace,Manchester Kék,1,2,True
Everton,Newcastle,2,1,True
Brentford,London Ágyúk,1,1,True
West Ham,Tottenham,2,1,True
Aston Oroszlán,Chelsea,2,2,True
Tottenham,Crystal Palace,1,0,False
London Ágyúk,Nottingham,1,0,False
Fulham,Brentford,1,0,False
Newcastle,West Ham,5,1,True
Manchester Kék,Vörös Ördögök,2,0,False
Wolverhampton,Everton,1,0,False
Brighton,Liverpool,0,2,False
Nottingham,Fulham,5,0,False
Vörös Ördögök,Tottenham,3,2,True
Chelsea,Brentford,0,0,False
Liverpool,London Ágyúk,2,0,False
West Ham,Wolverhampton,2,3,True
Aston Oroszlán,Manchester Kék,0,4,False
Everton,Brighton,1,1,True
Crystal Palace,Newcastle,1,2,True
Chelsea,London Ágyúk,1,0,False
Tottenham,Aston Oroszlán,2,2,True
Newcastle,Vörös Ördögök,1,2,True
Manchester Kék,Chelsea,1,1,True
Wolverhampton,Crystal Palace,3,0,False
Fulham,Liverpool,0,2,False
Brighton,West Ham,2,0,False
Brentford,Nottingham,1,0,False
London Ágyúk,Everton,3,1,True
West Ham,London Ágyúk,2,2,True
Liverpool,Brentford,2,1,True
Everton,Fulham,2,0,False
Manchester Kék,Tottenham,5,1,True
Crystal Palace,Brighton,2,1,True
Chelsea,Nottingham,0,0,False
Aston Oroszlán,Newcastle,1,2,True
Vörös Ördögök,Wolverhampton,2,0,False
London Ágyúk,Crystal Palace,3,1,True
Tottenham,Chelsea,1,4,True
Newcastle,Manchester Kék,0,1,False
Nottingham,Liverpool,1,0,False
Wolverhampton,Aston Oroszlán,2,2,True
Brentford,Everton,1,0,False
Brighton,Vörös Ördögök,2,1,True
Fulham,West Ham,1,2,True
Manchester Kék,Wolverhampton,2,2,True
Chelsea,Liverpool,0,0,False
Vörös Ördögök,London Ágyúk,1,3,True
West Ham,Brentford,0,1,False
Tottenham,Newcastle,1,0,False
Everton,Nottingham,3,0,False
Crystal Palace,Fulham,1,1,True
Aston Oroszlán,Brighton,2,4,True
Nottingham,West Ham,0,2,False
London Ágyúk,Aston Oroszlán,1,0,False
Fulham,Vörös Ördögök,1,1,True
Brighton,Manchester Kék,0,3,False
Liverpool,Everton,1,0,False
Newcastle,Chelsea,2,3,True
Wolverhampton,Tottenham,1,2,True
Brentford,Crystal Palace,1,1,True
Aston Oroszlán,Nottingham,1,1,True
Brentford,Vörös Ördögök,0,1,False
West Ham,Chelsea,1,3,True
Crystal Palace,Manchester Kék,0,2,False
Newcastle,Everton,0,3,False
Brighton,Wolverhampton,0,2,False
London Ágyúk,Liverpool,2,1,True
Tottenham,Fulham,4,1,True
Manchester Kék,Tottenham,4,2,True
Chelsea,Aston Oroszlán,2,0,False
Vörös Ördögök,Newcastle,0,2,False
Brighton,London Ágyúk,1,0,False
Nottingham,Liverpool,1,3,True
Fulham,West Ham,1,1,True
Wolverhampton,Brentford,1,2,True
Everton,Crystal Palace,3,0,False
Newcastle,Wolverhampton,1,1,True
Aston Oroszlán,Fulham,0,0,False
Tottenham,Everton,2,1,True
London Ágyúk,Nottingham,2,1,True
Brentford,Brighton,1,1,True
West Ham,Manchester Kék,1,2,True
Liverpool,Chelsea,2,0,False
Crystal Palace,Vörös Ördögök,0,1,False
Brighton,Newcastle,1,2,True
Chelsea,Nottingham,1,0,False
Fulham,Liverpool,1,4,True
Vörös Ördögök,Tottenham,2,1,True
Wolverhampton,Crystal Palace,1,1,True
Everton,West Ham,3,0,False
Brentford,London Ágyúk,1,0,False
Manchester Kék,Aston Oroszlán,2,2,True
Tottenham,Wolverhampton,2,3,True
West Ham,Vörös Ördögök,1,2,True
Crystal Palace,Brighton,0,1,False
London Ágyúk,Chelsea,1,2,True
Liverpool,Manchester Kék,2,1,True
Nottingham,Fulham,1,2,True
Newcastle,Brentford,2,0,False
Aston Oroszlán,Everton,0,4,False
Brentford,Crystal Palace,1,0,False
Brighton,Tottenham,1,0,False
Fulham,Chelsea,1,0,False
Everton,Liverpool,0,1,False
Vörös Ördögök,Aston Oroszlán,0,0,False
Newcastle,London Ágyúk,3,0,False
Manchester Kék,Nottingham,0,1,False
Wolverhampton,West Ham,3,0,False
Nottingham,Everton,0,2,False
Aston Oroszlán,Wolverhampton,0,0,False
Chelsea,Manchester Kék,2,0,False
London Ágyúk,Fulham,4,0,False
Crystal Palace,Newcastle,1,1,True
Liverpool,Vörös Ördögök,6,1,True
Tottenham,Brentford,2,0,False
West Ham,Brighton,0,1,False
Crystal Palace,London Ágyúk,0,2,False
Brighton,Aston Oroszlán,0,2,False
Brentford,West Ham,1,0,False
Manchester Kék,Fulham,3,0,False
Everton,Chelsea,4,2,True
Wolverhampton,Liverpool,1,1,True
Newcastle,Tottenham,4,0,False
Vörös Ördögök,Nottingham,1,1,True
London Ágyúk,Manchester Kék,0,2,False
Chelsea,Vörös Ördögök,3,1,True
West Ham,Newcastle,1,1,True
Tottenham,Crystal Palace,1,1,True
Nottingham,Wolverhampton,1,2,True
Fulham,Everton,2,2,True
Liverpool,Brighton,3,2,True
Aston Oroszlán,Brentford,0,0,False
Crystal Palace,West Ham,3,1,True
Vörös Ördögök,Fulham,0,1,False
Tottenham,London Ágyúk,1,1,True
Newcastle,Aston Oroszlán,1,2,True
Brighton,Nottingham,1,1,True
Everton,Manchester Kék,0,2,False
Brentford,Liverpool,1,1,True
Wolverhampton,Chelsea,2,3,True
Manchester Kék,Vörös Ördögök,1,3,True
Fulham,Wolverhampton,5,1,True
London Ágyúk,Everton,3,1,True
Chelsea,Brighton,1,0,False
Aston Oroszlán,Crystal Palace,2,2,True
Nottingham,Brentford,0,0,False
West Ham,Tottenham,1,2,True
Liverpool,Newcastle,3,0,False
Newcastle,Nottingham,2,0,False
Tottenham,Aston Oroszlán,3,1,True
Crystal Palace,Liverpool,0,1,False
Vörös Ördögök,Everton,1,1,True
Brentford,Chelsea,0,1,False
West Ham,London Ágyúk,0,2,False
Wolverhampton,Manchester Kék,0,6,False
Brighton,Fulham,1,1,True
Chelsea,Newcastle,1,0,False
London Ágyúk,Vörös Ördögök,2,5,True
Everton,Wolverhampton,0,2,False
Aston Oroszlán,West Ham,0,1,False
Manchester Kék,Brighton,2,1,True
Liverpool,Tottenham,1,2,True
Fulham,Brentford,0,0,False
Nottingham,Crystal Palace,1,1,True
Brighton,Everton,0,1,False
Aston Oroszlán,London Ágyúk,0,3,False
Newcastle,Fulham,0,1,False
Tottenham,Nottingham,4,0,False
Wolverhampton,Vörös Ördögök,1,1,True
West Ham,Liverpool,2,0,False
Crystal Palace,Chelsea,0,1,False
Brentford,Manchester Kék,1,0,False
Nottingham,West Ham,0,2,False
Manchester Kék,Newcastle,0,1,False
Fulham,Crystal Palace,2,1,True
Everton,Brentford,2,2,True
Liverpool,Aston Oroszlán,2,2,True
London Ágyúk,Wolverhampton,1,0,False
Vörös Ördögök,Brighton,0,1,False
Chelsea,Tottenham,1,0,False
Nottingham,Aston Oroszlán,2,0,False
Vörös Ördögök,Brentford,1,2,True
Chelsea,West Ham,3,0,False
Manchester Kék,Crystal Palace,3,0,False
Everton,Newcastle,4,1,True
Wolverhampton,Brighton,1,2,True
Liverpool,London Ágyúk,2,3,True
Fulham,Tottenham,1,1,True
Tottenham,Manchester Kék,3,2,True
Aston Oroszlán,Chelsea,1,2,True
Newcastle,Vörös Ördögök,1,0,False
London Ágyúk,Brighton,1,1,True
Liverpool,Nottingham,4,0,False
West Ham,Fulham,1,1,True
Brentford,Wolverhampton,2,1,True
Crystal Palace,Everton,0,0,False
Wolverhampton,Newcastle,0,1,False
Fulham,Aston Oroszlán,0,1,False
Everton,Tottenham,0,1,False
Nottingham,London Ágyúk,1,3,True
Brighton,Brentford,0,2,False
Manchester Kék,West Ham,3,1,True
Chelsea,Liverpool,0,0,False
Vörös Ördögök,Crystal Palace,1,1,True
Newcastle,Brighton,0,2,False
Nottingham,Chelsea,0,0,False
Liverpool,Fulham,0,0,False
Tottenham,Vörös Ördögök,3,3,True
Crystal Palace,Wolverhampton,2,1,True
West Ham,Everton,1,2,True
London Ágyúk,Brentford,0,0,False
Aston Oroszlán,Manchester Kék,1,0,False
Wolverhampton,Tottenham,0,4,False
Vörös Ördögök,West Ham,2,0,False
Brighton,Crystal Palace,3,1,True
Chelsea,London Ágyúk,2,1,True
Manchester Kék,Liverpool,4,2,True
Fulham,Nottingham,2,0,False
Brentford,Newcastle,0,1,False
Everton,Aston Oroszlán,3,2,True
Crystal Palace,Brentford,0,1,False
Tottenham,Brighton,1,3,True
Chelsea,Fulham,1,1,True
Liverpool,Everton,1,1,True
Aston Oroszlán,Vörös Ördögök,1,2,True
London Ágyúk,Newcastle,1,2,True
Nottingham,Manchester Kék,0,0,False
West Ham,Wolverhampton,1,2,True
Everton,Nottingham,2,0,False
Wolverhampton,Aston Oroszlán,0,0,False
Manchester Kék,Chelsea,1,2,True
Fulham,London Ágyúk,4,0,False
Newcastle,Crystal Palace,1,1,True
Vörös Ördögök,Liverpool,0,4,False
Brentford,Tottenham,4,2,True
Brighton,West Ham,3,0,False
London Ágyúk,Crystal Palace,1,1,True
Aston Oroszlán,Brighton,0,2,False
West Ham,Brentford,0,1,False
Fulham,Manchester Kék,1,1,True
Chelsea,Everton,2,0,False
Liverpool,Wolverhampton,4,2,True
Tottenham,Newcastle,1,0,False
Nottingham,Vörös Ördögök,1,0,False
Manchester Kék,London Ágyúk,1,0,False
Vörös Ördögök,Chelsea,2,3,True
Newcastle,West Ham,3,1,True
Crystal Palace,Tottenham,3,1,True
Wolverhampton,Nottingham,3,1,True
Everton,Fulham,1,0,False
Brighton,Liverpool,0,1,False
Brentford,Aston Oroszlán,2,0,False
West Ham,Crystal Palace,1,1,True
Fulham,Vörös Ördögök,1,1,True
London Ágyúk,Tottenham,3,0,False
Aston Oroszlán,Newcastle,0,0,False
Nottingham,Brighton,1,2,True
Manchester Kék,Everton,0,0,False
Liverpool,Brentford,1,0,False
Chelsea,Wolverhampton,2,0,False
Vörös Ördögök,Manchester Kék,2,3,True
Wolverhampton,Fulham,1,0,False
Everton,London Ágyúk,0,0,False
Brighton,Chelsea,0,1,False
Crystal Palace,Aston Oroszlán,0,1,False
Brentford,Nottingham,1,1,True
Tottenham,West Ham,2,1,True
Newcastle,Liverpool,0,2,False
Nottingham,Newcastle,1,2,True
Aston Oroszlán,Tottenham,0,2,False
Liverpool,Crystal Palace,4,0,False
Everton,Vörös Ördögök,3,2,True
Chelsea,Brentford,2,0,False
London Ágyúk,West Ham,2,1,True
Manchester Kék,Wolverhampton,2,0,False
Fulham,Brighton,2,1,True
Newcastle,Chelsea,2,4,True
Vörös Ördögök,London Ágyúk,3,0,False
Wolverhampton,Everton,3,1,True
West Ham,Aston Oroszlán,1,1,True
Brighton,Manchester Kék,0,3,False
Tottenham,Liverpool,3,2,True
Brentford,Fulham,1,0,False
Crystal Palace,Nottingham,1,1,True
Everton,Brighton,2,0,False
London Ágyúk,Aston Oroszlán,3,2,True
Fulham,Newcastle,1,5,True
Nottingham,Tottenham,2,3,True
Vörös Ördögök,Wolverhampton,2,2,True
Liverpool,West Ham,4,0,False
Chelsea,Crystal Palace,0,1,False
Manchester Kék,Brentford,2,1,True
West Ham,Nottingham,0,1,False
Newcastle,Manchester Kék,1,2,True
Crystal Palace,Fulham,2,0,False
Brentford,Everton,1,2,True
Aston Oroszlán,Liverpool,0,1,False
Wolverhampton,London Ágyúk,0,0,False
Brighton,Vörös Ördögök,0,3,False
Tottenham,Chelsea,2,0,False
Wolverhampton,Crystal Palace,0,1,False
Aston Oroszlán,Brentford,0,2,False
Manchester Kék,West Ham,4,1,True
Fulham,Everton,0,2,False
Tottenham,Chelsea,3,0,False
Newcastle,Brighton,0,1,False
London Ágyúk,Nottingham,2,1,True
Liverpool,Vörös Ördögök,2,1,True
Everton,Liverpool,1,0,False
West Ham,Wolverhampton,1,1,True
Brentford,Tottenham,2,0,False
Newcastle,London Ágyúk,2,3,True
Crystal Palace,Nottingham,3,2,True
Vörös Ördögök,Manchester Kék,1,2,True
Brighton,Aston Oroszlán,1,0,False
Chelsea,Fulham,2,0,False
Tottenham,Brighton,1,0,False
Wolverhampton,Vörös Ördögök,2,3,True
Liverpool,Chelsea,2,0,False
London Ágyúk,Crystal Palace,1,1,True
Aston Oroszlán,Newcastle,0,1,False
Manchester Kék,Everton,2,0,False
Nottingham,West Ham,0,1,False
Fulham,Brentford,1,2,True
Newcastle,Tottenham,2,2,True
West Ham,Crystal Palace,0,1,False
Vörös Ördögök,Nottingham,4,0,False
Brentford,Liverpool,1,0,False
Brighton,Fulham,1,0,False
Chelsea,Manchester Kék,4,1,True
Aston Oroszlán,London Ágyúk,0,0,False
Everton,Wolverhampton,5,1,True
Liverpool,Brighton,0,0,False
Manchester Kék,Brentford,1,0,False
Fulham,Newcastle,3,3,True
London Ágyúk,West Ham,1,0,False
Nottingham,Everton,0,2,False
Crystal Palace,Vörös Ördögök,0,0,False
Tottenham,Aston Oroszlán,2,1,True
Wolverhampton,Chelsea,3,2,True
Aston Oroszlán,Fulham,1,1,True
Newcastle,Liverpool,2,4,True
Vörös Ördögök,West Ham,3,0,False
Chelsea,Nottingham,2,0,False
Brentford,Wolverhampton,0,1,False
Tottenham,London Ágyúk,3,0,False
Everton,Crystal Palace,0,0,False
Brighton,Manchester Kék,1,2,True
Crystal Palace,Chelsea,1,2,True
Wolverhampton,Brighton,1,0,False
West Ham,Everton,2,1,True
London Ágyúk,Vörös Ördögök,3,2,True
Fulham,Tottenham,0,2,False
Nottingham,Brentford,2,1,True
Liverpool,Aston Oroszlán,2,0,False
Manchester Kék,Newcastle,5,0,False
Fulham,London Ágyúk,3,0,False
Newcastle,Wolverhampton,4,0,False
Aston Oroszlán,Manchester Kék,1,4,True
Everton,Vörös Ördögök,2,3,True
Chelsea,West Ham,1,1,True
Brighton,Nottingham,2,0,False
Tottenham,Liverpool,1,0,False
Brentford,Crystal Palace,1,2,True
London Ágyúk,Everton,2,2,True
West Ham,Brentford,2,3,True
Manchester Kék,Tottenham,2,0,False
Liverpool,Fulham,1,1,True
Crystal Palace,Brighton,3,2,True
Vörös Ördögök,Chelsea,5,1,True
Nottingham,Newcastle,4,1,True
Wolverhampton,Aston Oroszlán,2,0,False
Fulham,Manchester Kék,0,2,False
Brentford,Vörös Ördögök,1,1,True
Liverpool,London Ágyúk,2,2,True
Tottenham,Wolverhampton,2,0,False
Newcastle,Crystal Palace,0,1,False
Chelsea,Everton,1,2,True
Aston Oroszlán,Nottingham,1,0,False
Brighton,West Ham,1,3,True
Everton,Brentford,5,1,True
Vörös Ördögök,Brighton,4,2,True
London Ágyúk,Chelsea,1,1,True
West Ham,Newcastle,0,1,False
Wolverhampton,Fulham,1,1,True
Crystal Palace,Aston Oroszlán,2,0,False
Manchester Kék,Liverpool,2,2,True
Nottingham,Tottenham,2,1,True
Tottenham,Crystal Palace,2,0,False
Liverpool,Wolverhampton,5,1,True
Fulham,Nottingham,2,2,True
Brentford,Chelsea,1,0,False
Aston Oroszlán,West Ham,2,0,False
Manchester Kék,London Ágyúk,0,1,False
Brighton,Everton,1,3,True
Newcastle,Vörös Ördögök,4,3,True
West Ham,Tottenham,0,1,False
London Ágyúk,Brentford,1,0,False
Chelsea,Brighton,1,0,False
Wolverhampton,Manchester Kék,2,3,True
Everton,Newcastle,1,1,True
Nottingham,Liverpool,1,2,True
Vörös Ördögök,Aston Oroszlán,4,0,False
Crystal Palace,Fulham,2,2,True
Newcastle,Chelsea,1,4,True
Wolverhampton,London Ágyúk,3,0,False
Tottenham,Vörös Ördögök,2,2,True
Liverpool,Crystal Palace,3,0,False
Brighton,Brentford,0,1,False
Manchester Kék,Nottingham,1,0,False
Fulham,West Ham,2,0,False
Aston Oroszlán,Everton,0,1,False
Crystal Palace,Manchester Kék,0,1,False
Everton,Tottenham,0,1,False
Vörös Ördögök,Fulham,0,2,False
Chelsea,Aston Oroszlán,5,0,False
Nottingham,Wolverhampton,0,2,False
London Ágyúk,Brighton,1,2,True
Brentford,Newcastle,0,1,False
West Ham,Liverpool,0,2,False
